filepath,target,split
colon_n/colonn1860.jpeg,n,train
colon_n/colonn2945.jpeg,n,train
colon_n/colonn4797.jpeg,n,train
colon_n/colonn828.jpeg,n,train
colon_n/colonn2161.jpeg,n,train
colon_n/colonn233.jpeg,n,train
colon_n/colonn3706.jpeg,n,train
colon_n/colonn3016.jpeg,n,train
colon_n/colonn1426.jpeg,n,train
colon_n/colonn1455.jpeg,n,train
colon_n/colonn86.jpeg,n,train
colon_n/colonn1135.jpeg,n,train
colon_n/colonn4499.jpeg,n,train
colon_n/colonn2268.jpeg,n,train
colon_n/colonn2928.jpeg,n,train
colon_n/colonn1601.jpeg,n,train
colon_n/colonn4582.jpeg,n,train
colon_n/colonn1705.jpeg,n,train
colon_n/colonn4970.jpeg,n,train
colon_n/colonn373.jpeg,n,train
colon_n/colonn1600.jpeg,n,train
colon_n/colonn886.jpeg,n,train
colon_n/colonn3857.jpeg,n,train
colon_n/colonn2158.jpeg,n,train
colon_n/colonn2206.jpeg,n,train
colon_n/colonn2643.jpeg,n,train
colon_n/colonn1884.jpeg,n,train
colon_n/colonn2122.jpeg,n,train
colon_n/colonn3049.jpeg,n,train
colon_n/colonn3543.jpeg,n,train
colon_n/colonn2171.jpeg,n,train
colon_n/colonn3983.jpeg,n,train
colon_n/colonn1154.jpeg,n,train
colon_n/colonn3831.jpeg,n,train
colon_n/colonn543.jpeg,n,train
colon_n/colonn4132.jpeg,n,train
colon_n/colonn3629.jpeg,n,train
colon_n/colonn3141.jpeg,n,train
colon_n/colonn3228.jpeg,n,train
colon_n/colonn4837.jpeg,n,train
colon_n/colonn1675.jpeg,n,train
colon_n/colonn2315.jpeg,n,train
colon_n/colonn931.jpeg,n,train
colon_n/colonn1836.jpeg,n,train
colon_n/colonn3923.jpeg,n,train
colon_n/colonn4823.jpeg,n,train
colon_n/colonn1867.jpeg,n,train
colon_n/colonn2284.jpeg,n,train
colon_n/colonn48.jpeg,n,train
colon_n/colonn3301.jpeg,n,train
colon_n/colonn521.jpeg,n,train
colon_n/colonn343.jpeg,n,train
colon_n/colonn4860.jpeg,n,train
colon_n/colonn4770.jpeg,n,train
colon_n/colonn720.jpeg,n,train
colon_n/colonn2991.jpeg,n,train
colon_n/colonn2552.jpeg,n,train
colon_n/colonn499.jpeg,n,train
colon_n/colonn2119.jpeg,n,train
colon_n/colonn1685.jpeg,n,train
colon_n/colonn3402.jpeg,n,train
colon_n/colonn2705.jpeg,n,train
colon_n/colonn4360.jpeg,n,train
colon_n/colonn3045.jpeg,n,train
colon_n/colonn3730.jpeg,n,train
colon_n/colonn3297.jpeg,n,train
colon_n/colonn500.jpeg,n,train
colon_n/colonn3752.jpeg,n,train
colon_n/colonn1382.jpeg,n,train
colon_n/colonn1462.jpeg,n,train
colon_n/colonn3946.jpeg,n,train
colon_n/colonn1931.jpeg,n,train
colon_n/colonn963.jpeg,n,train
colon_n/colonn1918.jpeg,n,train
colon_n/colonn426.jpeg,n,train
colon_n/colonn615.jpeg,n,train
colon_n/colonn3985.jpeg,n,train
colon_n/colonn2822.jpeg,n,train
colon_n/colonn2902.jpeg,n,train
colon_n/colonn4032.jpeg,n,train
colon_n/colonn486.jpeg,n,train
colon_n/colonn4625.jpeg,n,train
colon_n/colonn515.jpeg,n,train
colon_n/colonn2986.jpeg,n,train
colon_n/colonn2894.jpeg,n,train
colon_n/colonn4149.jpeg,n,train
colon_n/colonn206.jpeg,n,train
colon_n/colonn3889.jpeg,n,train
colon_n/colonn3023.jpeg,n,train
colon_n/colonn617.jpeg,n,train
colon_n/colonn3993.jpeg,n,train
colon_n/colonn4610.jpeg,n,train
colon_n/colonn2462.jpeg,n,train
colon_n/colonn4527.jpeg,n,train
colon_n/colonn3987.jpeg,n,train
colon_n/colonn4554.jpeg,n,train
colon_n/colonn1344.jpeg,n,train
colon_n/colonn1287.jpeg,n,train
colon_n/colonn2377.jpeg,n,train
colon_n/colonn4323.jpeg,n,train
colon_n/colonn880.jpeg,n,train
colon_n/colonn2918.jpeg,n,train
colon_n/colonn3236.jpeg,n,train
colon_n/colonn1730.jpeg,n,train
colon_n/colonn661.jpeg,n,train
colon_n/colonn3793.jpeg,n,train
colon_n/colonn2651.jpeg,n,train
colon_n/colonn3369.jpeg,n,train
colon_n/colonn1265.jpeg,n,train
colon_n/colonn3732.jpeg,n,train
colon_n/colonn3168.jpeg,n,train
colon_n/colonn1720.jpeg,n,train
colon_n/colonn2215.jpeg,n,train
colon_n/colonn1754.jpeg,n,train
colon_n/colonn3282.jpeg,n,train
colon_n/colonn2077.jpeg,n,train
colon_n/colonn2191.jpeg,n,train
colon_n/colonn3244.jpeg,n,train
colon_n/colonn115.jpeg,n,train
colon_n/colonn3899.jpeg,n,train
colon_n/colonn3419.jpeg,n,train
colon_n/colonn2815.jpeg,n,train
colon_n/colonn1453.jpeg,n,train
colon_n/colonn3533.jpeg,n,train
colon_n/colonn4406.jpeg,n,train
colon_n/colonn1356.jpeg,n,train
colon_n/colonn2237.jpeg,n,train
colon_n/colonn3879.jpeg,n,train
colon_n/colonn4381.jpeg,n,train
colon_n/colonn1766.jpeg,n,train
colon_n/colonn962.jpeg,n,train
colon_n/colonn2677.jpeg,n,train
colon_n/colonn1204.jpeg,n,train
colon_n/colonn2463.jpeg,n,train
colon_n/colonn3912.jpeg,n,train
colon_n/colonn2811.jpeg,n,train
colon_n/colonn1710.jpeg,n,train
colon_n/colonn3753.jpeg,n,train
colon_n/colonn1791.jpeg,n,train
colon_n/colonn100.jpeg,n,train
colon_n/colonn2960.jpeg,n,train
colon_n/colonn2324.jpeg,n,train
colon_n/colonn4514.jpeg,n,train
colon_n/colonn2085.jpeg,n,train
colon_n/colonn344.jpeg,n,train
colon_n/colonn1214.jpeg,n,train
colon_n/colonn392.jpeg,n,train
colon_n/colonn4627.jpeg,n,train
colon_n/colonn4619.jpeg,n,train
colon_n/colonn4691.jpeg,n,train
colon_n/colonn553.jpeg,n,train
colon_n/colonn2924.jpeg,n,train
colon_n/colonn2071.jpeg,n,train
colon_n/colonn4695.jpeg,n,train
colon_n/colonn3235.jpeg,n,train
colon_n/colonn2472.jpeg,n,train
colon_n/colonn2649.jpeg,n,train
colon_n/colonn1869.jpeg,n,train
colon_n/colonn1701.jpeg,n,train
colon_n/colonn2262.jpeg,n,train
colon_n/colonn1002.jpeg,n,train
colon_n/colonn764.jpeg,n,train
colon_n/colonn832.jpeg,n,train
colon_n/colonn793.jpeg,n,train
colon_n/colonn2476.jpeg,n,train
colon_n/colonn1514.jpeg,n,train
colon_n/colonn4109.jpeg,n,train
colon_n/colonn1330.jpeg,n,train
colon_n/colonn3501.jpeg,n,train
colon_n/colonn150.jpeg,n,train
colon_n/colonn4046.jpeg,n,train
colon_n/colonn107.jpeg,n,train
colon_n/colonn575.jpeg,n,train
colon_n/colonn678.jpeg,n,train
colon_n/colonn1103.jpeg,n,train
colon_n/colonn1435.jpeg,n,train
colon_n/colonn335.jpeg,n,train
colon_n/colonn411.jpeg,n,train
colon_n/colonn3019.jpeg,n,train
colon_n/colonn3499.jpeg,n,train
colon_n/colonn2027.jpeg,n,train
colon_n/colonn948.jpeg,n,train
colon_n/colonn3511.jpeg,n,train
colon_n/colonn1471.jpeg,n,train
colon_n/colonn2566.jpeg,n,train
colon_n/colonn2006.jpeg,n,train
colon_n/colonn1128.jpeg,n,train
colon_n/colonn3509.jpeg,n,train
colon_n/colonn2997.jpeg,n,train
colon_n/colonn1865.jpeg,n,train
colon_n/colonn4114.jpeg,n,train
colon_n/colonn4648.jpeg,n,train
colon_n/colonn1370.jpeg,n,train
colon_n/colonn2682.jpeg,n,train
colon_n/colonn4357.jpeg,n,train
colon_n/colonn2662.jpeg,n,train
colon_n/colonn2440.jpeg,n,train
colon_n/colonn3787.jpeg,n,train
colon_n/colonn1335.jpeg,n,train
colon_n/colonn1452.jpeg,n,train
colon_n/colonn4052.jpeg,n,train
colon_n/colonn1270.jpeg,n,train
colon_n/colonn632.jpeg,n,train
colon_n/colonn535.jpeg,n,train
colon_n/colonn2008.jpeg,n,train
colon_n/colonn1058.jpeg,n,train
colon_n/colonn1951.jpeg,n,train
colon_n/colonn2256.jpeg,n,train
colon_n/colonn3372.jpeg,n,train
colon_n/colonn4640.jpeg,n,train
colon_n/colonn1059.jpeg,n,train
colon_n/colonn1085.jpeg,n,train
colon_n/colonn867.jpeg,n,train
colon_n/colonn3568.jpeg,n,train
colon_n/colonn4597.jpeg,n,train
colon_n/colonn4997.jpeg,n,train
colon_n/colonn3058.jpeg,n,train
colon_n/colonn4157.jpeg,n,train
colon_n/colonn2033.jpeg,n,train
colon_n/colonn1823.jpeg,n,train
colon_n/colonn2731.jpeg,n,train
colon_n/colonn3563.jpeg,n,train
colon_n/colonn4386.jpeg,n,train
colon_n/colonn3704.jpeg,n,train
colon_n/colonn3373.jpeg,n,train
colon_n/colonn3555.jpeg,n,train
colon_n/colonn1892.jpeg,n,train
colon_n/colonn3524.jpeg,n,train
colon_n/colonn1914.jpeg,n,train
colon_n/colonn1761.jpeg,n,train
colon_n/colonn4845.jpeg,n,train
colon_n/colonn1724.jpeg,n,train
colon_n/colonn307.jpeg,n,train
colon_n/colonn302.jpeg,n,train
colon_n/colonn3305.jpeg,n,train
colon_n/colonn869.jpeg,n,train
colon_n/colonn4107.jpeg,n,train
colon_n/colonn4975.jpeg,n,train
colon_n/colonn2393.jpeg,n,train
colon_n/colonn522.jpeg,n,train
colon_n/colonn4469.jpeg,n,train
colon_n/colonn2448.jpeg,n,train
colon_n/colonn2543.jpeg,n,train
colon_n/colonn2841.jpeg,n,train
colon_n/colonn3163.jpeg,n,train
colon_n/colonn774.jpeg,n,train
colon_n/colonn2314.jpeg,n,train
colon_n/colonn2754.jpeg,n,train
colon_n/colonn4581.jpeg,n,train
colon_n/colonn2007.jpeg,n,train
colon_n/colonn351.jpeg,n,train
colon_n/colonn2925.jpeg,n,train
colon_n/colonn4451.jpeg,n,train
colon_n/colonn2074.jpeg,n,train
colon_n/colonn2816.jpeg,n,train
colon_n/colonn1053.jpeg,n,train
colon_n/colonn1107.jpeg,n,train
colon_n/colonn3239.jpeg,n,train
colon_n/colonn3370.jpeg,n,train
colon_n/colonn4143.jpeg,n,train
colon_n/colonn1307.jpeg,n,train
colon_n/colonn4106.jpeg,n,train
colon_n/colonn3689.jpeg,n,train
colon_n/colonn3056.jpeg,n,train
colon_n/colonn2603.jpeg,n,train
colon_n/colonn1546.jpeg,n,train
colon_n/colonn4501.jpeg,n,train
colon_n/colonn2926.jpeg,n,train
colon_n/colonn915.jpeg,n,train
colon_n/colonn4506.jpeg,n,train
colon_n/colonn236.jpeg,n,train
colon_n/colonn3264.jpeg,n,train
colon_n/colonn4561.jpeg,n,train
colon_n/colonn4698.jpeg,n,train
colon_n/colonn660.jpeg,n,train
colon_n/colonn1068.jpeg,n,train
colon_n/colonn4282.jpeg,n,train
colon_n/colonn2332.jpeg,n,train
colon_n/colonn4122.jpeg,n,train
colon_n/colonn4027.jpeg,n,train
colon_n/colonn1579.jpeg,n,train
colon_n/colonn4562.jpeg,n,train
colon_n/colonn3018.jpeg,n,train
colon_n/colonn4255.jpeg,n,train
colon_n/colonn4416.jpeg,n,train
colon_n/colonn4813.jpeg,n,train
colon_n/colonn852.jpeg,n,train
colon_n/colonn4457.jpeg,n,train
colon_n/colonn2026.jpeg,n,train
colon_n/colonn2989.jpeg,n,train
colon_n/colonn2766.jpeg,n,train
colon_n/colonn897.jpeg,n,train
colon_n/colonn4971.jpeg,n,train
colon_n/colonn13.jpeg,n,train
colon_n/colonn2654.jpeg,n,train
colon_n/colonn38.jpeg,n,train
colon_n/colonn3858.jpeg,n,train
colon_n/colonn650.jpeg,n,train
colon_n/colonn2128.jpeg,n,train
colon_n/colonn1995.jpeg,n,train
colon_n/colonn3215.jpeg,n,train
colon_n/colonn4914.jpeg,n,train
colon_n/colonn2497.jpeg,n,train
colon_n/colonn1650.jpeg,n,train
colon_n/colonn1476.jpeg,n,train
colon_n/colonn3588.jpeg,n,train
colon_n/colonn1254.jpeg,n,train
colon_n/colonn1380.jpeg,n,train
colon_n/colonn3099.jpeg,n,train
colon_n/colonn2124.jpeg,n,train
colon_n/colonn1351.jpeg,n,train
colon_n/colonn3048.jpeg,n,train
colon_n/colonn3595.jpeg,n,train
colon_n/colonn2113.jpeg,n,train
colon_n/colonn2895.jpeg,n,train
colon_n/colonn2845.jpeg,n,train
colon_n/colonn4754.jpeg,n,train
colon_n/colonn3619.jpeg,n,train
colon_n/colonn2791.jpeg,n,train
colon_n/colonn2800.jpeg,n,train
colon_n/colonn3341.jpeg,n,train
colon_n/colonn4936.jpeg,n,train
colon_n/colonn4225.jpeg,n,train
colon_n/colonn2443.jpeg,n,train
colon_n/colonn1244.jpeg,n,train
colon_n/colonn1520.jpeg,n,train
colon_n/colonn3389.jpeg,n,train
colon_n/colonn4307.jpeg,n,train
colon_n/colonn91.jpeg,n,train
colon_n/colonn1674.jpeg,n,train
colon_n/colonn4906.jpeg,n,train
colon_n/colonn2561.jpeg,n,train
colon_n/colonn2491.jpeg,n,train
colon_n/colonn247.jpeg,n,train
colon_n/colonn4169.jpeg,n,train
colon_n/colonn2844.jpeg,n,train
colon_n/colonn1329.jpeg,n,train
colon_n/colonn2130.jpeg,n,train
colon_n/colonn4356.jpeg,n,train
colon_n/colonn3164.jpeg,n,train
colon_n/colonn1852.jpeg,n,train
colon_n/colonn755.jpeg,n,train
colon_n/colonn1433.jpeg,n,train
colon_n/colonn3230.jpeg,n,train
colon_n/colonn1436.jpeg,n,train
colon_n/colonn4102.jpeg,n,train
colon_n/colonn3844.jpeg,n,train
colon_n/colonn2521.jpeg,n,train
colon_n/colonn4129.jpeg,n,train
colon_n/colonn2340.jpeg,n,train
colon_n/colonn2970.jpeg,n,train
colon_n/colonn3742.jpeg,n,train
colon_n/colonn379.jpeg,n,train
colon_n/colonn2445.jpeg,n,train
colon_n/colonn481.jpeg,n,train
colon_n/colonn1262.jpeg,n,train
colon_n/colonn3735.jpeg,n,train
colon_n/colonn2931.jpeg,n,train
colon_n/colonn4176.jpeg,n,train
colon_n/colonn1368.jpeg,n,train
colon_n/colonn2585.jpeg,n,train
colon_n/colonn2914.jpeg,n,train
colon_n/colonn3713.jpeg,n,train
colon_n/colonn1404.jpeg,n,train
colon_n/colonn629.jpeg,n,train
colon_n/colonn3037.jpeg,n,train
colon_n/colonn3027.jpeg,n,train
colon_n/colonn3976.jpeg,n,train
colon_n/colonn2635.jpeg,n,train
colon_n/colonn1853.jpeg,n,train
colon_n/colonn596.jpeg,n,train
colon_n/colonn2771.jpeg,n,train
colon_n/colonn3041.jpeg,n,train
colon_n/colonn52.jpeg,n,train
colon_n/colonn401.jpeg,n,train
colon_n/colonn3425.jpeg,n,train
colon_n/colonn4373.jpeg,n,train
colon_n/colonn4039.jpeg,n,train
colon_n/colonn2630.jpeg,n,train
colon_n/colonn4587.jpeg,n,train
colon_n/colonn478.jpeg,n,train
colon_n/colonn1684.jpeg,n,train
colon_n/colonn2507.jpeg,n,train
colon_n/colonn1716.jpeg,n,train
colon_n/colonn456.jpeg,n,train
colon_n/colonn903.jpeg,n,train
colon_n/colonn1958.jpeg,n,train
colon_n/colonn4537.jpeg,n,train
colon_n/colonn4301.jpeg,n,train
colon_n/colonn1178.jpeg,n,train
colon_n/colonn2865.jpeg,n,train
colon_n/colonn2744.jpeg,n,train
colon_n/colonn3711.jpeg,n,train
colon_n/colonn1777.jpeg,n,train
colon_n/colonn3084.jpeg,n,train
colon_n/colonn4763.jpeg,n,train
colon_n/colonn3025.jpeg,n,train
colon_n/colonn3234.jpeg,n,train
colon_n/colonn2309.jpeg,n,train
colon_n/colonn789.jpeg,n,train
colon_n/colonn253.jpeg,n,train
colon_n/colonn2608.jpeg,n,train
colon_n/colonn294.jpeg,n,train
colon_n/colonn700.jpeg,n,train
colon_n/colonn3363.jpeg,n,train
colon_n/colonn2101.jpeg,n,train
colon_n/colonn1261.jpeg,n,train
colon_n/colonn4424.jpeg,n,train
colon_n/colonn3209.jpeg,n,train
colon_n/colonn3931.jpeg,n,train
colon_n/colonn193.jpeg,n,train
colon_n/colonn2241.jpeg,n,train
colon_n/colonn1006.jpeg,n,train
colon_n/colonn2946.jpeg,n,train
colon_n/colonn1046.jpeg,n,train
colon_n/colonn2614.jpeg,n,train
colon_n/colonn4333.jpeg,n,train
colon_n/colonn4602.jpeg,n,train
colon_n/colonn4950.jpeg,n,train
colon_n/colonn1815.jpeg,n,train
colon_n/colonn129.jpeg,n,train
colon_n/colonn1242.jpeg,n,train
colon_n/colonn971.jpeg,n,train
colon_n/colonn813.jpeg,n,train
colon_n/colonn3481.jpeg,n,train
colon_n/colonn4649.jpeg,n,train
colon_n/colonn4796.jpeg,n,train
colon_n/colonn14.jpeg,n,train
colon_n/colonn4256.jpeg,n,train
colon_n/colonn4781.jpeg,n,train
colon_n/colonn1632.jpeg,n,train
colon_n/colonn3878.jpeg,n,train
colon_n/colonn3281.jpeg,n,train
colon_n/colonn2673.jpeg,n,train
colon_n/colonn289.jpeg,n,train
colon_n/colonn2909.jpeg,n,train
colon_n/colonn1874.jpeg,n,train
colon_n/colonn319.jpeg,n,train
colon_n/colonn3620.jpeg,n,train
colon_n/colonn2292.jpeg,n,train
colon_n/colonn822.jpeg,n,train
colon_n/colonn1479.jpeg,n,train
colon_n/colonn3187.jpeg,n,train
colon_n/colonn1850.jpeg,n,train
colon_n/colonn2084.jpeg,n,train
colon_n/colonn3975.jpeg,n,train
colon_n/colonn1506.jpeg,n,train
colon_n/colonn2415.jpeg,n,train
colon_n/colonn810.jpeg,n,train
colon_n/colonn2014.jpeg,n,train
colon_n/colonn2447.jpeg,n,train
colon_n/colonn4413.jpeg,n,train
colon_n/colonn243.jpeg,n,train
colon_n/colonn1982.jpeg,n,train
colon_n/colonn1899.jpeg,n,train
colon_n/colonn1768.jpeg,n,train
colon_n/colonn1893.jpeg,n,train
colon_n/colonn4491.jpeg,n,train
colon_n/colonn3594.jpeg,n,train
colon_n/colonn2613.jpeg,n,train
colon_n/colonn664.jpeg,n,train
colon_n/colonn3557.jpeg,n,train
colon_n/colonn4335.jpeg,n,train
colon_n/colonn3867.jpeg,n,train
colon_n/colonn1861.jpeg,n,train
colon_n/colonn2058.jpeg,n,train
colon_n/colonn1544.jpeg,n,train
colon_n/colonn2281.jpeg,n,train
colon_n/colonn182.jpeg,n,train
colon_n/colonn3525.jpeg,n,train
colon_n/colonn2889.jpeg,n,train
colon_n/colonn2197.jpeg,n,train
colon_n/colonn2819.jpeg,n,train
colon_n/colonn165.jpeg,n,train
colon_n/colonn3626.jpeg,n,train
colon_n/colonn2250.jpeg,n,train
colon_n/colonn3542.jpeg,n,train
colon_n/colonn3679.jpeg,n,train
colon_n/colonn3621.jpeg,n,train
colon_n/colonn1501.jpeg,n,train
colon_n/colonn2803.jpeg,n,train
colon_n/colonn466.jpeg,n,train
colon_n/colonn559.jpeg,n,train
colon_n/colonn564.jpeg,n,train
